,jobCode,synteza,nazwa_zawodu
57,441401,"Archiwista dokumentów elektronicznych gromadzi, ewidencjonuje, zabezpiecza, brakuje i udostępnia dokumenty cyfrowe.
Archiwista dokumentów elektronicznych jest zawodem o charakterze usługowym. Celem pracy archiwisty dokumentów elektronicznych jest przejmowanie, przechowywanie i zabezpieczanie dokumentów elektronicznych oraz kontrola i zarządzanie zestawionymi logicznie informacjami, powiązanymi z dokumentami elektronicznymi. Praca polega na przejmowaniu dokumentów z dowolnego nośnika i wprowadzaniu do systemu teleinformatycznego, a także na przejmowaniu dokumentów w systemie dokumentacji elektronicznej na stan archiwum zakładowego. Archiwista dokumentów elektronicznych odpowiednio kwalifikuje i klasyfikuje dokumenty, a następnie zapisuje w strukturze umożliwiającej wyodrębnienie treści dokumentu w dowolnym czasie. Do jego obowiązków należy brakowanie, sortowanie i wyszukiwanie dokumentów elektronicznych w systemie funkcjonującym w danej instytucji, udostępnianie dokumentacji w tym: robienie kwerend, wykonywanie kopii oraz poświadczanie ich. Archiwista dokumentów elektronicznych odpowiedzialny jest za właściwe zabezpieczenie trwałości dokumentacji elektronicznej.",Archiwista dokumentów elektronicznych
58,441402,"Archiwista zakładowy zajmuje się gromadzeniem, zabezpieczaniem, ewidencjonowaniem, brakowaniem i udostępnianiem dokumentacji.
Archiwista zakładowy jest zawodem o charakterze biurowym. Celem jego pracy jest gromadzenie, przechowywanie, zabezpieczanie, ewidencjonowanie, brakowanie i udostępnianie dokumentacji. Czuwa nad poprawnością doboru klas z jednolitego rzeczowego wykazu akt przez pracowników merytorycznych komórek organizacyjnych, poprawnością rejestrowania i prowadzenia spraw, koordynuje czynności kancelaryjne oraz przygotowanie dokumentacji przekazywanej do archiwum zakładowego. Przyjmuje oraz weryfikuje dokumentację dostarczoną i usystematyzowaną przez komórki organizacyjne zgodnie z obowiązującymi przepisami oraz prowadzi jej ewidencję. Dostarczone materiały rozmieszcza w pomieszczeniach magazynowych oraz monitoruje i zapewnia właściwe warunki przechowywania. Udostępnia i wypożycza dokumentację osobom upoważnionym. Inicjuje i uczestniczy w procesie brakowania (wydzielania i likwidacji) dokumentacji niearchiwalnej. Przekazuje materiały archiwalne do archiwum państwowego. Jest zobowiązany przestrzegać tajemnicy służbowej.",Archiwista zakładowy
59,731801,Wykonuje prace związane ze sznurowaniem mechanizmów żakarda i ustawianiem ich na krosnach.,Arkadownik
60,323013,"Wykorzystuje proces tworzenia artystycznego do leczenia lęków, depresji, nerwic uzależnień, problemów w relacjach rodzinnych, traumatycznych przeżyć i chorób w szpitalach, sanatoriach, instytucjach edukacyjnych oraz w prywatnej praktyce terapeutycznej; pomaga dzieciom i dorosłym rozwiązywać problemy i konflikty z zastosowaniem sztuk plastycznych, biblioterapii, filmoterapii, teatroterapii i choreoterapii; łączy sztukę i wiedzę o procesie twórczym z psychoterapią.",Arteterapeuta
61,265101,"Wykonuje artystyczne fotografie osób (portrety, akty), przedmiotów (martwa natura), zwierząt i przyrody, obiektów architektonicznych oraz reportaże i zdjęcia reklamowe; organizuje i tworzy fotografowaną rzeczywistość w atelier lub na wolnej przestrzeni; poddaje obróbce materiały światłoczułe, wywołuje, kopiuje i powiększa fotografie.",Artysta fotografik
62,265102,"Projektuje i tworzy różnego rodzaju artystyczne kompozycje plastyczne (ryciny) za pomocą rycia rylcem w metalu, drewnie, gipsie, kamieniu, stosując różne techniki graficzne: druk wypukły, druk płaski, druk wklęsły, w celu ich reprodukcji na papierze lub tkaninie; wykonuje grafikę użytkową: plakat, ilustrację do tekstu, reklamę itp., stosując wiele technik plastycznych oraz grafikę komputerową.",Artysta grafik
63,265103,"Maluje portrety, pejzaże, martwą naturę, kompozycje abstrakcyjne itd., nakładając farby za pomocą pędzla, szpachli, piórka, węgla, ołówka na płaszczyzny z papieru, płótna, drewna, tynku, ceramiki, szkła; realizuje własne zamierzenia twórcze różnymi technikami malarskimi, jak: akwarela, gwasz, collage, olej, pastel, tempera, fresk; w zależności od przeznaczenia i skali malarstwa uprawia jedną z jego form: malarstwo monumentalne, dekoracyjne, sztalugowe, książkowe, miniaturowe lub zdobnicze; eksponuje własne dzieła na wystawach i konkursach; uczestniczy w plenerach malarskich.",Artysta malarz
64,265104,"Projektuje i wykonuje rzeźby figuralne (posągi, głowy, popiersia), pomnikowe, nagrobne, dekoracyjne i abstrakcyjne w różnych materiałach plastycznych: kamieniu, drewnie, gipsie, metalu, glinie, masach ceramicznych, wosku, kości słoniowej, lace, kamieniach szlachetnych oraz tworzywach sztucznych; używa dłut, świdrów, noży; komponuje przestrzeń wokół pomników lub innych rzeźb przestrzennych; eksponuje własne dzieła na wystawach i konkursach.",Artysta rzeźbiarz
65,211101,"Prowadzi obserwacje, pomiary i tworzy modele teoretyczne procesów fizycznych w galaktykach, gwiazdozbiorach, materii międzygwiezdnej, zewnętrznych warstwach Słońca, górnych warstwach atmosfery Ziemi; bada globalne zjawiska geodynamiczne wykorzystując aparat matematyczny, doskonaloną technikę pomiarową i aparaturę kosmiczną.",Astrofizyk
66,516101,Wypowiada się na temat przyszłości ludzi lub przyszłych wydarzeń w oparciu o położenie ciał niebieskich.,Astrolog
67,211102,"Prowadzi obserwacje i pomiary parametrów fizykochemicznych ciał niebieskich: galaktyk, radiogalaktyk, gwiazdozbiorów, obiektów pozagalaktykowych metodami: fotometrii, spektrofotometrii, promieniowania X, radioastronomicznymi, obserwacji wizualnych w celu modelowania procesów dynamicznych układu planetarnego, galaktyk i ich części, a następnie przeprowadza testowanie modeli kosmologicznych.",Astronom
68,431101,"Asystent do spraw księgowości wykonuje proste czynności księgowe wspomagające pracę księgowego.
Asystent do spraw księgowości jest zawodem o charakterze biurowym. Celem pracy jest wykonywanie podstawowych czynności księgowych wspomagających pracę wykwalifikowanego księgowego, zgodnie z przepisami prawa rachunkowego i podatkowego oraz wewnętrznymi procedurami obowiązującymi w danej jednostce organizacyjnej. Asystent do spraw księgowości przyjmuje, gromadzi i segreguje dokumenty pod względem ich rodzaju. Weryfikuje poprawność wystawionych dokumentów. Przygotowuje dowody księgowe do zapłaty oraz wykonuje proste, powtarzalne czynności ujmowania dowodów w księgach rachunkowych. Wprowadza zadekretowane dowody księgowe do systemu finansowo-księgowego. Nanosi numer dowodu księgowego potwierdzający kolejność ujęcia w księgach rachunkowych. Asystent do spraw księgowości sprawdza rozrachunki pod względem zgodności wartości faktury z zapłatą i terminów realizacji oraz wyjaśnia rozbieżności z kontrahentami w zleconym zakresie. Sporządza – przy użyciu programów finansowo-księgowych i arkuszy kalkulacyjnych – raporty, zestawienia oraz wypełnia formularze na podstawie informacji pochodzących z ksiąg rachunkowych. Przygotowuje dokumentację niezbędną do prowadzenia korespondencji z kontrahentami, urzędami i bankami w zakresie uzgadniania rozrachunków i innych czynności księgowych.",Asystent do spraw księgowości
69,331401,"Gromadzi dane statystyczne o sytuacji ekonomicznej, demograficznej, społecznej oraz inne dane ilościowe; zebrane dane poddaje badaniu i wnioskowaniu statystycznemu.",Asystent do spraw statystyki
70,441901,"W wydawnictwach prasowych i książkowych wykonuje czynności związane z planowaniem, organizacją i realizacją procesu wydawniczego, w tym w szczególności z zakresu marketingu i reklamy oraz planowania i organizacji sprzedaży, a także oblicza przychody i dochody z działalności wydawniczej.",Asystent do spraw wydawniczych
71,334302,"Asystent dyrektora zapewnia wsparcie dyrektorowi w zakresie zarządzania organizacją.
Asystent dyrektora jest zawodem o charakterze biurowym. Jego praca polega na organizowaniu i koordynowaniu spraw związanych z administracyjnym i logistycznym funkcjonowaniem stanowiska dyrektora w organizacji. Zadaniem asystenta jest prowadzenie terminarza, organizowanie i uzgadnianie czasu pracy dyrektora oraz przygotowywanie dla niego raportów, prezentacji, analiz i zestawień. Asystent organizuje oraz obsługuje spotkania i konferencje, jak również podróże służbowe dyrektora. Zapewnia i koordynuje przepływ informacji, w tym również telefonicznej i mailowej oraz obieg dokumentów. Dba o wygląd biura i urządzeń biurowych. Współpracuje ze wszystkimi działami firmy w celu realizacji swoich zadań i odpowiada za funkcjonowanie zarządzania projektami prowadzonymi w firmie. Może reprezentować dyrektora wobec współpracowników wewnątrz zakładu pracy, jak i wobec kontrahentów zewnętrznych – na podstawie udzielonego pełnomocnictwa.",Asystent dyrektora
72,531203,"Uczestniczy w działaniach na rzecz społeczności romskiej, zmierzających do poprawy stanu ich edukacji poprzez zapewnianie uczącym się dzieciom i młodzieży wszechstronnej opieki i pomocy w szkole i poza szkołą.",Asystent edukacji romskiej
73,343902,Pod nadzorem kierownika organizuje prace na planie produkcji filmowej lub telewizyjnej; bierze udział we wszystkich fazach produkcji od skierowania projektu do produkcji aż po ukończenie; na podstawie dokumentacji i scenopisu sporządza szczegółowy plan wydatków i pracy nad projektem i przedstawia go kierownikowi do akceptacji.,Asystent kierownika produkcji filmowej / telewizyjnej
74,531201,"Wspiera integrację dzieci cudzoziemców (uchodźców, emigrantów itp.) w szkole;
zapewnia pomoc psychologiczno-pedagogiczną uczniom wymagającym szczególnego wsparcia ze względu na słabą znajomość języka polskiego lub problemy adaptacyjne w środowisku szkolnym a w razie potrzeby - zajęć wyrównawczych z języka polskiego i innych przedmiotów, stosownie do ich potrzeb i możliwości.",Asystent nauczyciela dziecka cudzoziemca
75,531202,"Asystent nauczyciela przedszkola pomaga nauczycielowi w realizacji zadań opiekuńczo-wychowawczych i dydaktycznych.
Asystent nauczyciela przedszkola jest zawodem o charakterze usługowym. Swoje zadania zawodowe asystent nauczyciela przedszkola wykonuje w stosunku do dzieci w wieku przedszkolnym. Istotą jego pracy jest pomoc nauczycielowi przedszkola i współpraca z nim w zakresie sprawowania właściwej opieki nad dziećmi przebywającymi w przedszkolu. Pomaga on dzieciom przy spożywaniu posiłków, a także w sprzątaniu po zajęciach. Czynnie uczestniczy w ubieraniu i rozbieraniu dzieci w szatni oraz przed i po leżakowaniu. Opiekuje się dziećmi podczas spacerów, wycieczek, zajęć i zabaw na powietrzu. Wspiera dzieci w czynnościach higieniczno-sanitarnych. Wspólnie z nauczycielem uczy dzieci dbałości o higienę osobistą, czystość i porządek. Uczestniczy w przygotowywaniu zajęć objętych planem pracy przedszkola i wraz z nauczycielem koordynuje ich właściwą realizację.",Asystent nauczyciela przedszkola
76,531204,"Wspiera nauczyciela lub wychowawcę świetlicy w prowadzeniu zajęć dydaktycznych, wychowawczych i opiekuńczych w klasach I – III w szkole podstawowej (w tym specjalnej i integracyjnej), w celu zapewnienia jak najlepszej opieki nad uczniami; opiekuje się dziećmi podczas lekcji, przerw, w trakcie zabaw, spacerów i wycieczek; zapewnia poczucie bezpieczeństwa dzieciom na zajęciach dydaktycznych i wychowawczych.",Asystent nauczyciela w szkole
77,352101,"Wykonuje zlecone przez operatora dźwięku zadania pomocnicze związane z realizacją dźwięku na planie filmowym lub w trakcie udźwiękowienia i zgrania filmu;
zajmuje się akustycznym przygotowaniem miejsc nagrań;
sprawdza wszystkie elementy inscenizacyjne oraz urządzenia mające wpływ na jakość nagrania;
dokonuje wstępnej selekcji materiałów dźwiękowych potrzebnych w okresie realizacji filmu oraz prowadzi dokumentację operatorską nagranych materiałów i sprawuje nad nimi opiekę.",Asystent operatora dźwięku
78,352102,"Współpracuje z operatorem obrazu w zakresie założeń technicznych i określenia charakteru zdjęć, planowania kosztów, potrzeb ilościowo-rodzajowych i terminów realizacji; współuczestniczy w organizowaniu planu zdjęciowego; wykonuje zdjęcia z nadaniem im odpowiedniej formy filmowej; współpracuje z laboratorium obróbki taśmy filmowej.",Asystent operatora obrazu
79,516902,"Udziela klientom pomocy w życiu codziennym i w sytuacjach wyjątkowych, w realizacji nietypowych potrzeb i życzeń; dokonuje rezerwacji hoteli, biletów na imprezy kulturalne i sportowe; organizuje transport i usługi kurierskie; planuje i organizuje podróże; dobiera klientowi garderobę; towarzyszy w sytuacjach wymagających pomocy i wsparcia; rezerwuje stolik w restauracji; udziela przydatnych informacji we wszystkich obszarach życia.",Asystent osobisty (concierge)
80,341201,"Ułatwia osobie niepełnosprawnej wykonywanie czynności dnia codziennego, pomaga jej w uzyskaniu jak największej samodzielności oraz współpracuje z instytucjami i organizacjami społecznymi w celu zapewnienia optymalnych warunków do samodzielnej rehabilitacji; wspiera osoby niepełnosprawne w realizacji programu rehabilitacji społecznej i zawodowej.",Asystent osoby niepełnosprawnej
